Id,MSSubClass,Street,Utilities,LotConfig,Neighborhood,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Bedroom,Kitchen,KitchenQuality,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,MoSold,YrSold,SaleType,SaleCondition,SalePrice
150,50,Pave,AllPub,Inside,BrkSide,1.5Fin,5,4,1936,1950,Gable,3,1,TA,7,Typ,0,NA,Detchd,1936,Unf,1,240,4,2006,WD,Normal,115000
151,20,Pave,AllPub,Corner,CollgCr,1Story,5,6,1975,1975,Gable,3,1,TA,5,Typ,0,NA,Attchd,1975,Unf,2,440,1,2007,WD,Normal,122000
152,20,Pave,AllPub,Inside,NridgHt,1Story,8,5,2007,2008,Hip,2,1,Gd,6,Typ,1,Gd,Attchd,2007,RFn,3,866,1,2008,New,Partial,372402
153,60,Pave,AllPub,CulDSac,NWAmes,2Story,6,5,1971,1971,Gable,4,1,TA,8,Typ,1,Gd,Attchd,1971,RFn,2,495,6,2006,WD,Normal,190000
154,20,Pave,AllPub,Inside,ClearCr,1Story,6,7,1960,1975,Flat,1,1,TA,4,Typ,1,Gd,Attchd,1960,RFn,2,564,3,2008,WD,Normal,235000
155,30,Pave,AllPub,Corner,OldTown,1Story,6,5,1923,1950,Gable,4,1,TA,7,Typ,0,NA,Detchd,1923,Unf,1,312,3,2006,WD,Family,125000
156,50,Pave,AllPub,Corner,Edwards,1.5Fin,6,5,1924,1950,Gable,2,1,TA,5,Typ,0,NA,NA,NA,NA,0,0,4,2008,WD,Normal,79000
157,20,Pave,AllPub,Inside,NAmes,1Story,5,7,1950,1950,Hip,2,1,TA,5,Typ,0,NA,Detchd,1950,Unf,2,625,6,2006,WD,Normal,109500
158,60,Pave,AllPub,Corner,Timber,2Story,8,5,2009,2010,Gable,4,1,Ex,8,Typ,1,Gd,BuiltIn,2009,Fin,3,680,5,2010,New,Partial,269500
159,60,Pave,AllPub,Corner,Somerst,2Story,7,5,2004,2005,Gable,3,1,Gd,8,Typ,1,Gd,Attchd,2004,RFn,2,678,5,2010,WD,Normal,254900
160,60,Pave,AllPub,Corner,Gilbert,2Story,7,5,2005,2006,Gable,4,1,Gd,9,Typ,1,Gd,Attchd,2006,RFn,2,576,3,2006,New,Partial,320000
161,20,Pave,AllPub,CulDSac,Veenker,1Story,6,6,1984,1984,Gable,3,1,TA,6,Typ,0,NA,Attchd,1984,Unf,2,516,6,2008,WD,Normal,162500
162,60,Pave,AllPub,Inside,NridgHt,2Story,9,5,2003,2004,Gable,3,1,Ex,10,Typ,2,Gd,BuiltIn,2003,Fin,3,726,3,2008,WD,Normal,412500
163,20,Pave,AllPub,Corner,NridgHt,1Story,7,5,2005,2005,Gable,3,1,Gd,7,Typ,1,Gd,Attchd,2005,RFn,2,532,5,2010,New,Partial,220000
164,45,Pave,AllPub,Inside,OldTown,1.5Unf,4,6,1956,1956,Gable,1,1,TA,4,Typ,0,NA,NA,NA,NA,0,0,4,2007,WD,Normal,103200
165,40,Pave,AllPub,Corner,OldTown,1Story,6,7,1926,2004,Gable,3,1,Gd,5,Typ,0,NA,Detchd,1926,Unf,1,216,10,2007,WD,Normal,152000
166,190,Pave,AllPub,Inside,Edwards,1.5Fin,5,7,1940,1999,Gable,4,2,TA,6,Typ,0,NA,NA,NA,NA,0,0,9,2008,WD,Normal,127500
167,20,Pave,AllPub,Inside,ClearCr,1Story,5,5,1955,1993,Hip,2,1,TA,7,Typ,3,Gd,Attchd,1955,Fin,1,303,11,2009,COD,Normal,190000
168,60,Pave,AllPub,Inside,NridgHt,2Story,8,5,2007,2007,Gable,3,1,Ex,8,Typ,1,Gd,Attchd,2007,Fin,3,789,11,2007,New,Partial,325624
169,60,Pave,AllPub,Inside,Gilbert,2Story,7,5,2004,2004,Gable,3,1,Gd,7,Typ,1,Gd,Attchd,2004,Fin,2,440,5,2007,WD,Normal,183500
170,20,Pave,AllPub,Corner,Timber,1Story,8,6,1981,1981,Hip,2,1,TA,6,Typ,1,TA,Attchd,1981,RFn,2,511,1,2006,WD,Normal,228000
171,50,Pave,AllPub,Inside,OldTown,1.5Fin,5,6,1941,1950,Gable,2,1,TA,7,Typ,0,NA,Detchd,1991,Unf,2,660,5,2007,WD,Normal,128500
172,20,Pave,AllPub,Corner,NAmes,1Story,6,5,1960,1960,Hip,3,1,TA,7,Typ,2,Gd,Attchd,1960,Fin,2,528,5,2010,WD,Normal,215000
173,160,Pave,AllPub,Inside,StoneBr,2Story,7,7,1987,1987,Gable,2,1,Gd,5,Typ,1,TA,Attchd,1987,RFn,2,504,6,2006,WD,Normal,239000
174,20,Pave,AllPub,Inside,NAmes,1Story,6,5,1961,1961,Gable,3,1,TA,6,Typ,1,TA,Attchd,1961,Unf,2,504,6,2008,COD,Normal,163000
175,20,Pave,AllPub,Inside,Timber,1Story,6,5,1986,1986,Gable,3,1,TA,7,Min2,1,TA,Attchd,1986,Fin,2,616,11,2008,WD,Normal,184000
176,20,Pave,AllPub,Corner,Edwards,1Story,6,7,1950,2001,Gable,4,1,Gd,7,Typ,1,Gd,Attchd,1950,Unf,2,576,6,2007,WD,Normal,243000
177,60,Pave,AllPub,Corner,ClearCr,2Story,6,5,1988,1989,Gable,4,1,TA,8,Typ,1,TA,Attchd,1988,Unf,2,521,9,2007,WD,Normal,211000
178,50,Pave,AllPub,Inside,Sawyer,1.5Fin,5,5,1958,1958,Gable,4,1,Gd,8,Typ,1,Gd,Attchd,1958,Unf,2,451,7,2006,WD,Normal,172500
179,20,Pave,AllPub,CulDSac,StoneBr,1Story,9,5,2008,2009,Hip,1,1,Ex,9,Typ,1,Gd,Attchd,2009,Fin,3,1166,7,2009,New,Partial,501837
180,30,Pave,AllPub,Inside,OldTown,1Story,5,6,1923,2006,Gable,2,1,TA,5,Typ,0,NA,Detchd,1935,Unf,2,480,7,2007,WD,Normal,100000
181,160,Pave,AllPub,Inside,Somerst,2Story,6,5,2000,2000,Gable,3,1,Gd,5,Typ,1,TA,Detchd,2000,Unf,2,440,6,2007,WD,Normal,177000
182,70,Pave,AllPub,Inside,Crawfor,2Story,7,6,1920,1950,Gable,4,1,TA,9,Typ,1,Gd,Detchd,1920,Unf,1,216,7,2006,WD,Normal,200100
183,20,Pave,AllPub,Inside,Edwards,1Story,5,6,1957,2006,Hip,3,1,TA,7,Typ,1,Gd,Attchd,1957,RFn,1,252,6,2007,WD,Normal,120000
184,50,Pave,AllPub,Inside,OldTown,1.5Fin,7,5,2003,2003,Gable,3,1,Gd,6,Mod,0,NA,Detchd,2003,Unf,2,484,6,2008,WD,Normal,200000
185,50,Pave,AllPub,Inside,BrkSide,1.5Fin,5,8,1908,1991,Gable,3,1,TA,5,Typ,0,NA,Attchd,1986,Unf,2,576,6,2006,WD,Normal,127000
186,75,Pave,AllPub,Inside,OldTown,2.5Fin,10,9,1892,1993,Gable,4,1,Ex,12,Typ,2,TA,Detchd,1993,Unf,3,840,6,2006,WD,Normal,475000
187,80,Pave,AllPub,CulDSac,Mitchel,SLvl,7,5,1990,1991,Gable,3,1,Gd,6,Typ,0,NA,Attchd,1990,Unf,2,497,6,2009,WD,Normal,173000
188,50,Pave,AllPub,Inside,OldTown,1.5Fin,5,7,1916,1987,Gable,3,1,TA,8,Min2,0,NA,Detchd,1916,Unf,1,180,8,2009,WD,Normal,135000
189,90,Pave,AllPub,Inside,SawyerW,SFoyer,5,5,1979,1979,Gable,2,2,TA,6,Typ,2,TA,Detchd,1979,Unf,2,528,6,2009,WD,Alloca,153337
190,120,Pave,AllPub,Inside,StoneBr,1Story,8,5,2001,2002,Gable,0,1,Ex,5,Typ,1,Gd,Attchd,2001,Fin,2,682,8,2008,WD,Normal,286000
191,70,Pave,AllPub,Inside,Crawfor,2Story,8,8,1932,1994,Hip,3,1,Gd,10,Maj1,2,TA,Detchd,1932,Unf,2,440,12,2007,WD,Normal,315000
192,60,Pave,AllPub,CulDSac,NAmes,2Story,7,9,1972,2004,Gable,4,1,Gd,7,Typ,0,NA,Attchd,1972,Fin,2,484,6,2007,WD,Normal,184000
193,20,Pave,AllPub,Inside,CollgCr,1Story,7,5,1999,1999,Gable,3,1,Gd,6,Typ,0,NA,Attchd,1999,Fin,2,666,9,2009,WD,Normal,192000
194,160,Pave,AllPub,Inside,Edwards,2Story,7,5,2004,2004,Gable,3,1,Gd,7,Maj1,0,NA,Detchd,2004,Unf,2,380,5,2006,WD,Normal,130000
195,20,Pave,AllPub,Inside,CollgCr,1Story,5,7,1972,1972,Hip,3,1,TA,5,Typ,0,NA,Detchd,1989,Unf,1,352,5,2008,WD,Normal,127000
196,160,Pave,AllPub,FR2,NPkVill,2Story,6,6,1976,1976,Gable,3,1,TA,7,Typ,1,TA,Attchd,1976,Unf,2,440,7,2009,WD,Normal,148500
197,20,Pave,AllPub,Inside,Somerst,1Story,7,5,2007,2007,Hip,3,1,Ex,8,Typ,1,Gd,Attchd,2007,Fin,3,786,9,2007,New,Partial,311872
198,75,Pave,AllPub,Corner,NAmes,2Story,8,4,1918,1990,Gable,4,1,Gd,8,Typ,1,Ex,Detchd,1918,Unf,2,795,3,2006,WD,Abnorml,235000
199,75,Pave,AllPub,Corner,OldTown,2.5Fin,6,6,1912,1950,Gable,5,1,TA,8,Typ,0,NA,NA,NA,NA,0,0,7,2009,WD,Abnorml,104000
200,20,Pave,AllPub,Inside,NridgHt,1Story,8,5,2004,2005,Hip,3,1,Ex,7,Typ,1,Gd,Attchd,2004,Fin,3,856,1,2009,WD,Normal,274900
201,20,Pave,AllPub,Corner,Edwards,1Story,4,5,2003,2004,Gable,2,1,TA,5,Typ,0,NA,Attchd,2003,RFn,2,440,3,2010,WD,Normal,140000
202,20,Pave,AllPub,Inside,Mitchel,1Story,6,6,1977,1977,Gable,3,1,TA,6,Typ,2,Fa,Detchd,1980,Unf,2,473,2,2008,WD,Normal,171500
203,50,Pave,AllPub,Corner,OldTown,1.5Fin,6,6,1924,1950,Gable,2,1,TA,6,Min1,0,NA,Attchd,1924,Unf,1,398,5,2006,COD,Normal,112000
204,120,Pave,AllPub,Inside,CollgCr,1Story,6,5,2004,2004,Gable,1,1,Gd,3,Typ,1,Gd,Attchd,2004,RFn,2,420,1,2008,WD,Normal,149000
205,50,Pave,AllPub,Inside,OldTown,1.5Fin,5,7,1947,1950,Gable,2,1,TA,5,Typ,0,NA,Detchd,1948,Unf,1,240,4,2009,WD,Normal,110000
206,20,Pave,AllPub,Corner,Gilbert,1Story,7,5,1990,1990,Gable,3,1,TA,5,Typ,0,NA,Attchd,1990,RFn,2,500,5,2009,WD,Normal,180500
207,20,Pave,AllPub,CulDSac,Sawyer,1Story,5,5,1962,1962,Gable,3,1,TA,8,Min2,1,TA,Attchd,1962,RFn,1,349,3,2007,WD,Normal,143900
208,20,Pave,AllPub,Inside,NAmes,1Story,4,5,1960,1960,Gable,3,1,TA,6,Typ,1,Po,Attchd,1960,RFn,1,312,4,2008,WD,Normal,141000
209,60,Pave,AllPub,Inside,SawyerW,2Story,7,5,1988,1989,Gable,3,1,TA,7,Typ,1,Gd,Attchd,1988,Fin,2,454,4,2007,WD,Normal,277000
210,20,Pave,AllPub,Inside,NAmes,1Story,6,7,1964,1964,Hip,3,1,TA,6,Typ,0,NA,Attchd,1964,RFn,2,504,7,2008,WD,Normal,145000
211,30,Pave,AllPub,Inside,Edwards,1Story,5,6,1925,1950,Gable,2,1,TA,5,Typ,0,NA,NA,NA,NA,0,0,4,2008,WD,Normal,98000
212,20,Pave,AllPub,Corner,Edwards,1Story,6,5,2009,2009,Gable,3,1,Gd,6,Typ,0,NA,Attchd,2009,RFn,2,460,3,2010,WD,Normal,186000
213,60,Pave,AllPub,Inside,Somerst,2Story,7,5,2009,2009,Gable,3,1,Gd,7,Typ,1,TA,Attchd,2009,RFn,2,644,7,2009,New,Partial,252678
214,20,Pave,AllPub,CulDSac,CollgCr,1Story,5,5,1995,1995,Gable,3,1,TA,5,Typ,0,NA,Attchd,1996,Unf,2,576,7,2006,WD,Normal,156000
215,60,Pave,AllPub,FR2,CollgCr,2Story,6,7,1977,1977,Gable,3,1,TA,6,Typ,0,NA,Attchd,1977,Fin,1,299,3,2010,WD,Normal,161750
216,20,Pave,AllPub,Inside,NAmes,1Story,5,6,1957,1996,Gable,2,1,Gd,6,Min1,1,Fa,Attchd,1957,Unf,1,447,5,2006,WD,Normal,134450
217,20,Pave,AllPub,Inside,CollgCr,1Story,7,5,2004,2004,Gable,3,1,Gd,8,Typ,0,NA,Attchd,2004,Unf,2,484,4,2008,WD,Normal,210000
218,70,Pave,AllPub,Inside,OldTown,2Story,4,4,1925,1950,Gable,3,1,TA,8,Typ,0,NA,Detchd,1940,Unf,1,210,9,2006,WD,Family,107000
219,50,Pave,AllPub,Corner,Crawfor,1.5Fin,7,9,1939,2006,Gable,3,1,Gd,8,Typ,2,TA,Attchd,1939,Unf,2,431,5,2008,WD,Normal,311500
220,120,Pave,AllPub,Inside,Blmngtn,1Story,7,5,2005,2006,Gable,2,1,Gd,5,Typ,0,NA,Attchd,2005,Fin,2,438,3,2006,New,Partial,167240
221,20,Pave,AllPub,Inside,CollgCr,1Story,7,5,2006,2006,Gable,2,1,Gd,5,Typ,0,NA,Attchd,2006,RFn,2,675,4,2006,New,Partial,204900
222,60,Pave,AllPub,Inside,Gilbert,2Story,6,5,2002,2002,Gable,4,1,Gd,8,Typ,1,TA,BuiltIn,2002,RFn,2,390,12,2009,ConLI,Normal,200000
223,60,Pave,AllPub,Inside,NWAmes,2Story,6,6,1975,1975,Gable,3,1,TA,6,Typ,1,TA,Attchd,1975,RFn,2,434,2,2006,WD,Normal,179900
224,20,Pave,AllPub,FR2,NAmes,1Story,4,6,1971,1971,Gable,2,1,TA,4,Typ,0,NA,Detchd,1989,Unf,2,576,3,2009,WD,Abnorml,97000
225,20,Pave,AllPub,Inside,NridgHt,1Story,10,5,2003,2003,Hip,3,1,Ex,8,Typ,1,Ex,Attchd,2003,Fin,3,968,6,2009,WD,Normal,386250
226,160,Pave,AllPub,Inside,BrDale,2Story,5,5,1971,1971,Gable,3,1,TA,6,Typ,0,NA,Detchd,1991,Unf,1,280,5,2009,COD,Abnorml,112000
227,60,Pave,AllPub,Inside,NoRidge,2Story,7,5,1995,1995,Gable,4,1,Gd,9,Typ,1,TA,Attchd,1995,RFn,3,721,6,2007,WD,Abnorml,290000
228,160,Pave,AllPub,Inside,BrDale,2Story,6,6,1970,1970,Gable,2,1,TA,5,Typ,0,NA,Detchd,1987,Unf,1,280,9,2008,WD,Normal,106000
229,20,Pave,AllPub,FR2,Sawyer,1Story,5,5,1967,1967,Gable,3,1,TA,5,Typ,1,Fa,Detchd,1974,Unf,1,336,5,2010,WD,Normal,125000
230,120,Pave,AllPub,Inside,Blmngtn,1Story,7,5,2005,2006,Gable,2,1,Gd,7,Typ,1,TA,Attchd,2005,Fin,2,430,5,2009,WD,Normal,192500
231,20,Pave,AllPub,Inside,NAmes,1Story,6,6,1959,1959,Hip,3,1,TA,6,Typ,0,NA,Attchd,1959,RFn,1,312,4,2010,WD,Normal,148000
232,60,Pave,AllPub,Inside,NoRidge,2Story,8,5,1995,1996,Gable,4,1,Ex,9,Typ,1,TA,Attchd,1995,Fin,3,810,7,2009,WD,Normal,403000
233,160,Pave,AllPub,Inside,BrDale,2Story,6,5,1972,1972,Gable,2,1,TA,5,Typ,1,Po,Attchd,1972,Unf,1,288,6,2006,WD,Normal,94500
234,20,Pave,AllPub,Corner,CollgCr,1Story,5,6,1976,1976,Gable,3,1,TA,5,Typ,0,NA,Attchd,1976,Unf,1,308,2,2010,WD,Normal,128200
235,60,Pave,AllPub,Inside,Gilbert,2Story,6,5,2002,2002,Gable,4,1,Gd,8,Typ,2,TA,BuiltIn,2002,Fin,2,440,5,2010,WD,Normal,216500
236,160,Pave,AllPub,Inside,BrDale,2Story,6,3,1971,1971,Gable,2,1,TA,5,Typ,0,NA,Detchd,1971,Unf,1,264,8,2008,WD,Normal,89500
237,20,Pave,AllPub,FR2,CollgCr,1Story,7,5,2004,2004,Gable,3,1,Gd,6,Typ,0,NA,Attchd,2004,RFn,2,494,5,2010,WD,Normal,185500
238,60,Pave,AllPub,CulDSac,SawyerW,2Story,7,7,1993,2003,Gable,3,1,Gd,7,Typ,0,NA,Attchd,1993,RFn,2,457,2,2010,WD,Normal,194500
239,20,Pave,AllPub,Inside,NridgHt,1Story,8,5,2007,2007,Hip,3,1,Gd,7,Typ,0,NA,Attchd,2007,Fin,3,818,12,2007,New,Partial,318000
240,50,Pave,AllPub,Inside,Edwards,1.5Fin,6,4,1945,1950,Gable,3,1,TA,7,Typ,1,Gd,Detchd,1949,Unf,1,220,4,2010,WD,Normal,113000
241,20,Pave,AllPub,Inside,Somerst,1Story,8,5,2008,2008,Gable,3,1,Gd,7,Typ,0,NA,Attchd,2008,RFn,2,750,4,2010,WD,Normal,262500
242,30,Pave,AllPub,Inside,OldTown,1Story,5,9,1945,1997,Gable,2,1,Gd,4,Typ,0,NA,NA,NA,NA,0,0,8,2007,WD,Normal,110500
243,50,Pave,AllPub,Corner,OldTown,1.5Fin,5,4,1900,1950,Gable,3,1,TA,6,Typ,0,NA,Attchd,1940,Unf,1,352,4,2006,WD,Normal,79000
244,160,Pave,AllPub,Corner,SawyerW,2Story,6,6,1980,1980,Gable,3,1,TA,6,Typ,1,TA,Attchd,1980,RFn,1,288,4,2009,WD,Normal,120000
245,60,Pave,AllPub,Inside,SawyerW,2Story,7,5,1994,2002,Gable,3,1,Gd,8,Typ,2,Fa,Attchd,1994,RFn,2,463,5,2010,WD,Normal,205000
246,20,Pave,AllPub,Inside,NWAmes,1Story,7,5,1988,1988,Gable,3,1,TA,6,Typ,1,TA,Attchd,1988,Fin,2,604,6,2006,WD,Normal,241500
247,190,Pave,AllPub,Inside,OldTown,2Story,6,8,1910,1950,Gable,4,2,Fa,9,Typ,0,NA,Detchd,1910,Unf,1,440,4,2006,WD,Normal,137000
248,20,Pave,AllPub,Inside,NAmes,1Story,6,5,1954,1954,Hip,2,1,TA,5,Typ,1,TA,Attchd,1954,Unf,2,451,6,2006,WD,Normal,140000
249,60,Pave,AllPub,Inside,CollgCr,2Story,7,5,2003,2003,Gable,3,1,Gd,8,Typ,0,NA,Attchd,2003,RFn,2,500,9,2007,WD,Normal,180000
250,50,Pave,AllPub,CulDSac,ClearCr,1.5Fin,6,7,1958,2006,Gable,4,1,Gd,7,Typ,2,TA,Attchd,1958,Fin,2,389,6,2007,WD,Normal,277000
251,30,Pave,AllPub,Inside,BrkSide,1Story,3,2,1940,1966,Gable,3,1,Fa,6,Mod,0,NA,NA,NA,NA,0,0,5,2010,WD,Normal,76500
252,120,Pave,AllPub,Inside,Crawfor,1Story,8,5,2006,2007,Hip,2,1,Gd,5,Typ,1,Gd,Attchd,2006,Fin,2,538,12,2007,WD,Family,235000
253,60,Pave,AllPub,Inside,SawyerW,2Story,6,5,2004,2004,Gable,3,1,Gd,6,Typ,0,NA,Attchd,2004,RFn,2,520,12,2008,WD,Normal,173000
254,80,Pave,AllPub,Inside,NAmes,SLvl,6,7,1964,1991,Hip,3,1,Gd,7,Min1,0,NA,Attchd,1964,RFn,1,309,10,2007,CWD,Normal,158000
255,20,Pave,AllPub,Inside,NAmes,1Story,5,6,1957,1957,Gable,3,1,TA,5,Typ,0,NA,Attchd,1957,RFn,1,294,6,2010,WD,Normal,145000
256,60,Pave,AllPub,Inside,Gilbert,2Story,7,5,1999,1999,Gable,4,1,Gd,8,Typ,1,TA,BuiltIn,1999,Fin,2,429,2,2006,WD,Normal,230000
257,60,Pave,AllPub,Inside,Somerst,2Story,6,5,2003,2003,Gable,3,1,Gd,7,Typ,0,NA,Attchd,2003,RFn,2,673,5,2008,WD,Normal,207500
258,20,Pave,AllPub,Inside,CollgCr,1Story,7,5,2006,2006,Gable,3,1,Gd,8,Typ,1,Gd,Attchd,2006,RFn,2,660,3,2009,WD,Abnorml,220000
259,60,Pave,AllPub,Inside,CollgCr,2Story,7,5,2001,2001,Gable,3,1,Gd,7,Typ,1,TA,Attchd,2001,RFn,2,564,5,2008,WD,Normal,231500
260,20,Pave,AllPub,Inside,OldTown,1Story,5,5,1956,1956,Gable,2,1,TA,4,Typ,0,NA,Detchd,1956,Unf,1,308,12,2008,WD,Normal,97000
261,80,Pave,AllPub,Corner,NAmes,SLvl,6,5,1962,1962,Gable,3,1,TA,6,Typ,1,TA,Attchd,1991,Unf,2,884,5,2009,WD,Normal,176000
262,60,Pave,AllPub,Inside,CollgCr,2Story,8,5,2007,2007,Gable,3,1,Ex,10,Typ,1,Gd,BuiltIn,2007,Fin,3,868,11,2007,New,Partial,276000
263,80,Pave,AllPub,Corner,Sawyer,SLvl,6,7,1977,1995,Gable,3,1,TA,6,Typ,1,TA,Attchd,1978,Unf,2,492,7,2006,WD,Normal,151000
264,50,Pave,AllPub,Corner,OldTown,1.5Fin,5,7,1929,2001,Gable,3,1,TA,6,Typ,0,NA,Detchd,1974,Unf,2,484,4,2010,WD,Normal,130000
265,30,Pave,AllPub,Inside,OldTown,1Story,5,5,1925,2004,Gable,2,1,TA,4,Typ,0,NA,Detchd,1965,Unf,2,504,6,2008,WD,Normal,73000
266,20,Pave,AllPub,Inside,NWAmes,1Story,6,6,1981,1981,Gable,3,1,Gd,7,Typ,1,TA,Attchd,1981,Fin,2,576,6,2008,WD,Normal,175500
267,60,Pave,AllPub,FR2,Gilbert,2Story,6,5,1997,1997,Gable,3,1,TA,8,Typ,1,TA,Attchd,1997,Fin,2,413,6,2006,WD,Normal,185000
268,75,Pave,AllPub,Inside,SWISU,2.5Fin,5,8,1939,1997,Gable,4,1,Gd,8,Typ,1,Gd,Detchd,1939,Unf,1,240,7,2008,WD,Normal,179500
269,30,Pave,AllPub,Inside,IDOTRR,1Story,5,6,1940,1955,Gable,2,1,TA,4,Typ,1,Gd,Detchd,1966,Fin,1,924,2,2008,WD,Normal,120500
270,20,Pave,AllPub,Corner,Edwards,1Story,6,7,1976,1976,Hip,3,1,TA,6,Typ,1,Fa,Attchd,1987,RFn,1,504,5,2007,WD,Normal,148000
271,60,Pave,AllPub,Inside,Somerst,2Story,8,5,2006,2006,Gable,3,1,Gd,8,Typ,1,Gd,Attchd,2006,RFn,3,1053,8,2006,New,Partial,266000
272,20,Pave,AllPub,CulDSac,ClearCr,1Story,7,7,1954,2005,Flat,2,1,TA,5,Mod,2,TA,Attchd,1954,Unf,2,439,4,2008,WD,Normal,241500
273,60,Pave,AllPub,CulDSac,NoRidge,2Story,8,7,1999,2007,Gable,4,1,Gd,9,Typ,1,Gd,Attchd,1999,Fin,3,671,4,2010,WD,Normal,290000
274,20,Pave,AllPub,Inside,NAmes,1Story,6,6,1958,1988,Hip,3,1,TA,6,Min1,1,Gd,Attchd,1958,RFn,1,338,4,2009,WD,Normal,139000
275,20,Pave,AllPub,Corner,Mitchel,1Story,5,7,1982,1982,Gable,2,1,TA,5,Typ,0,NA,Attchd,1982,Unf,1,264,6,2007,WD,Normal,124500
276,50,Pave,AllPub,Inside,BrkSide,1.5Fin,7,7,1925,2007,Gable,3,1,Ex,5,Typ,0,NA,Detchd,1978,Unf,2,672,10,2009,WD,Normal,205000
277,20,Pave,AllPub,Inside,Mitchel,1Story,7,5,2003,2003,Gable,3,1,Gd,7,Typ,0,NA,Attchd,2003,Fin,2,573,4,2010,WD,Normal,201000
278,20,Pave,AllPub,Corner,Gilbert,1Story,4,5,1951,1951,Gable,2,1,TA,4,Typ,0,NA,Detchd,1951,Unf,2,400,6,2010,WD,Normal,141000
279,20,Pave,AllPub,Inside,NridgHt,1Story,9,5,2006,2007,Gable,3,1,Ex,8,Typ,1,Ex,Attchd,2007,Fin,3,732,5,2007,New,Partial,415298
280,60,Pave,AllPub,Inside,ClearCr,2Story,7,5,1977,1977,Hip,4,1,TA,8,Typ,1,TA,Attchd,1977,Fin,2,505,3,2008,WD,Normal,192000
281,60,Pave,AllPub,Inside,SawyerW,2Story,7,6,1989,1989,Gable,3,1,Gd,7,Typ,1,TA,Attchd,1989,Fin,2,575,1,2007,WD,Normal,228500
282,20,Pave,AllPub,Inside,Somerst,1Story,6,5,2006,2006,Gable,2,1,Gd,5,Typ,0,NA,Attchd,2006,Fin,2,572,5,2006,New,Partial,185000
283,120,Pave,AllPub,Inside,NridgHt,1Story,7,5,2007,2008,Gable,2,1,Gd,6,Typ,1,Gd,Attchd,2008,RFn,2,626,4,2009,ConLw,Normal,207500
284,20,Pave,AllPub,Inside,Somerst,1Story,8,5,2008,2009,Gable,3,1,Gd,6,Typ,1,Gd,Attchd,2008,Fin,3,898,12,2009,New,Partial,244600
285,120,Pave,AllPub,Inside,SawyerW,1Story,6,5,1992,1992,Gable,2,1,Gd,5,Typ,0,NA,Attchd,1992,RFn,2,529,7,2007,WD,Normal,179200
286,160,Pave,AllPub,Inside,Somerst,2Story,7,5,2006,2007,Gable,2,1,Gd,5,Typ,0,NA,Detchd,2006,RFn,2,528,6,2007,New,Partial,164700
287,50,Pave,AllPub,Inside,NAmes,1.5Fin,6,7,1962,1981,Gable,3,1,Gd,7,Typ,1,Gd,Attchd,1962,RFn,2,440,6,2006,WD,Normal,159000
288,20,Pave,AllPub,Corner,NAmes,1Story,4,4,1971,1971,Gable,3,1,TA,5,Typ,0,NA,NA,NA,NA,0,0,6,2006,WD,Normal,88000
289,20,Pave,AllPub,Inside,Sawyer,1Story,5,5,1967,1967,Gable,3,1,TA,5,Typ,0,NA,Detchd,1970,Unf,1,280,2,2010,WD,Normal,122000
290,70,Pave,AllPub,Inside,BrkSide,2Story,6,7,1915,2003,Gable,3,1,TA,7,Typ,0,NA,Detchd,2003,Unf,1,384,7,2007,WD,Normal,153575
291,60,Pave,AllPub,Inside,CollgCr,2Story,8,5,2006,2006,Gable,3,1,Gd,8,Typ,1,Gd,Attchd,2006,RFn,2,685,7,2006,New,Partial,233230
292,190,Pave,AllPub,Inside,SWISU,2Story,5,6,1912,2000,Gable,6,1,Fa,9,Typ,0,NA,NA,NA,NA,0,0,3,2008,WD,Normal,135900
293,50,Pave,AllPub,Inside,Edwards,1.5Fin,5,4,1949,2008,Gable,3,1,TA,8,Min2,1,Gd,Attchd,1949,Unf,1,281,1,2009,WD,Normal,131000
294,60,Pave,AllPub,Corner,NWAmes,2Story,7,7,1977,1994,Gable,3,1,Gd,9,Typ,1,TA,Attchd,1977,Fin,2,539,3,2006,WD,Normal,235000
295,20,Pave,AllPub,Inside,NAmes,1Story,6,5,1953,1953,Hip,3,1,TA,7,Typ,2,Gd,Attchd,1953,Fin,2,418,10,2009,WD,Normal,167000
296,80,Pave,AllPub,CulDSac,Mitchel,SLvl,6,6,1984,1984,Gable,3,1,TA,6,Typ,0,NA,Detchd,1984,Unf,2,588,3,2006,WD,Normal,142500
297,50,Pave,AllPub,Inside,IDOTRR,1.5Fin,5,5,1950,1950,Gable,4,1,TA,6,Typ,0,NA,Attchd,1950,Unf,1,282,6,2007,WD,Normal,152000
298,60,Pave,AllPub,Inside,Somerst,2Story,7,5,1997,1998,Hip,3,1,Gd,7,Typ,1,TA,Detchd,1997,RFn,2,576,6,2007,WD,Normal,239000
299,60,Pave,AllPub,Inside,NWAmes,2Story,6,6,1968,1968,Mansard,3,1,TA,7,Typ,1,Gd,Attchd,1968,Unf,2,539,6,2007,WD,Normal,175000
300,20,Pave,AllPub,Inside,Crawfor,1Story,6,8,1950,2004,Gable,3,1,Gd,6,Typ,1,Gd,Attchd,1950,Unf,1,300,8,2009,WD,Family,158500
